Player,Zone %,Zone Swing %,Zone Contact %,Chase %,Chase Contact %,Edge %,1st Pitch Swing %,Swing %,Whiff %,Meatball %,Meatball Swing %,BBE,GB %,FB %,LD %,PU %,Pull %,Straight %,Oppo %,Weak %,Topped %,Under %,Flare/Burner %,Solid %,Launch Angle Sweet-Spot %,Pitches,Batted Balls,Barrels,Barrel %,Hard Hit %,Exit Velocity,Launch Angle,XBA,XSLG,XWOBA,XWOBACON,,Hit_Score,Walk_Score,Bats_Score,Bases_Score
"Taylor, Chris",53.2,72.5,73.7,19.6,43.8,41.8,44.3,47.7,31.3,9.0,91.5,140,42.1,25.0,24.3,8.6,37.9,35.0,27.1,6.4,29.3,24.3,26.4,6.4,42.9,1046,140,10,7.1,28.6,85.9,16.9,0.218,0.343,0.297,0.374,,-3.06,-0.255,-0.254,-2.253
"Wood, James",50.2,55.3,80.0,21.0,44.9,42.6,23.5,38.2,29.6,7.3,65.7,198,55.1,18.2,25.8,1.0,32.3,36.4,31.3,3.5,38.4,10.6,30.3,6.1,31.3,1404,198,21,10.6,52.0,92.8,2.4,0.265,0.435,0.348,0.45,,1.476,-0.23,-0.229,1.966
"Ruiz, Keibert",48.1,67.4,92.8,38.2,79.9,43.0,37.9,52.3,12.1,7.5,71.2,410,35.1,29.8,23.7,11.5,48.5,37.3,14.1,4.6,22.7,36.6,28.5,4.1,32.2,1659,410,13,3.2,25.6,85.4,19.8,0.251,0.35,0.279,0.294,,-2.088,-0.222,-0.223,-2.324
"Chaparro, Andrés",48.2,77.1,85.6,32.0,50.6,41.1,45.5,53.7,24.8,7.8,78.0,97,38.1,30.9,20.6,10.3,39.2,39.2,21.6,4.1,27.8,34.0,19.6,8.2,27.8,525,97,6,6.2,33.0,87.8,16.6,0.226,0.392,0.301,0.33,,-0.302,-0.234,-0.234,-0.035
"García Jr., Luis",47.7,69.0,86.8,36.0,62.7,42.6,33.8,51.7,21.3,7.3,74.6,415,48.4,25.1,23.9,2.7,26.3,46.3,27.5,3.9,36.9,21.4,23.9,5.8,32.8,1883,415,33,8.0,41.7,89.1,8.2,0.278,0.452,0.331,0.379,,1.56,-0.222,-0.223,1.398
"Abrams, CJ",50.9,70.5,81.3,35.4,62.1,43.8,39.3,53.3,24.7,7.8,79.1,418,40.7,28.0,22.7,8.6,45.2,33.0,21.8,4.3,27.8,26.6,24.4,9.6,33.0,2261,418,29,6.9,40.7,88.2,15.1,0.247,0.409,0.319,0.37,,-0.037,-0.222,-0.222,0.397
"Call, Alex",52.1,65.0,83.8,19.5,63.0,38.7,26.5,43.2,18.8,7.1,77.1,80,45.0,26.3,21.3,7.5,42.5,28.7,28.7,0.0,33.8,27.5,27.5,6.3,28.7,493,80,4,5.0,32.5,88.0,12.5,0.242,0.362,0.314,0.322,,-2.745,-0.235,-0.234,-2.533
"Baker, Darren",64.1,56.0,85.7,50.0,42.9,53.8,28.6,53.8,28.6,7.7,100.0,11,81.8,18.2,0.0,0.0,18.2,45.5,36.4,9.1,54.5,18.2,18.2,0.0,27.3,39,11,0,0.0,27.3,86.7,6.2,0.219,0.257,0.211,0.269,,0.236,-0.237,-0.237,-0.532
"Vargas, Ildemaro",49.8,62.8,91.5,30.1,73.1,44.1,22.1,46.4,12.6,6.6,75.7,251,55.0,16.7,24.3,4.0,46.6,31.9,21.5,6.4,42.2,21.5,23.9,4.0,29.5,1058,251,3,1.2,31.9,87.0,4.0,0.255,0.322,0.28,0.28,,-2.225,-0.228,-0.229,-3.45
"Yepez, Juan",45.9,70.9,84.4,32.5,65.9,42.2,35.7,50.1,22.1,6.8,83.3,188,50.5,20.7,22.9,5.9,43.1,28.2,28.7,5.3,39.4,19.7,23.9,5.3,30.3,966,188,11,5.9,35.6,86.6,8.5,0.252,0.351,0.295,0.322,,-1.363,-0.231,-0.231,-1.697
"Garrett, Stone",54.8,88.2,80.0,7.1,100.0,45.2,50.0,51.6,18.8,6.5,100.0,5,20.0,40.0,40.0,0.0,60.0,40.0,0.0,0.0,20.0,20.0,20.0,0.0,60.0,31,5,2,40.0,80.0,100.0,20.5,0.581,1.354,0.779,0.797,,8.319,-0.238,-0.237,12.027
"Crews, Dylan",48.7,63.6,86.3,26.6,56.3,42.3,25.0,44.6,22.8,8.3,83.7,94,56.4,21.3,13.8,8.5,35.1,41.5,23.4,5.3,39.4,18.1,21.3,8.5,23.4,520,94,6,6.4,44.7,89.0,8.8,0.253,0.418,0.325,0.368,,0.533,-0.234,-0.234,0.472
"Meneses, Joey",49.6,69.1,87.2,32.8,56.1,44.1,30.0,50.8,22.9,6.5,83.8,224,49.6,23.7,22.3,4.5,41.1,38.4,20.5,3.1,37.9,21.9,24.1,8.0,30.8,1142,224,10,4.5,39.3,88.9,8.3,0.223,0.326,0.275,0.305,,0.083,-0.229,-0.229,-0.389
"Lipscomb, Trey",50.0,68.7,84.3,32.8,53.9,42.1,37.0,50.8,25.3,6.8,84.9,152,63.8,11.2,19.1,5.9,26.3,39.5,34.2,5.3,51.3,17.8,20.4,3.9,23.0,780,152,1,0.7,31.6,86.5,0.7,0.23,0.29,0.267,0.287,,-0.854,-0.232,-0.232,-2.075
"Nuñez, Nasim",48.9,61.3,84.7,21.0,54.3,41.0,28.2,40.7,19.5,5.8,73.7,51,70.6,5.9,15.7,7.8,23.5,41.2,35.3,23.5,47.1,7.8,15.7,3.9,17.6,327,51,0,0.0,21.6,83.3,-1.9,0.184,0.223,0.265,0.24,,-4.309,-0.236,-0.236,-5.0
"Young, Jacob",52.6,60.3,84.8,27.8,59.1,43.8,25.9,44.9,19.3,7.7,72.8,377,56.5,15.4,23.1,5.0,27.3,35.8,36.9,13.0,39.0,16.7,25.7,2.9,28.1,1955,377,6,1.6,28.9,85.8,4.0,0.253,0.317,0.286,0.319,,-2.38,-0.224,-0.224,-3.142
"Adams, Riley",50.7,68.4,79.3,30.2,53.2,40.5,31.0,49.5,28.1,9.4,74.0,83,47.0,21.7,21.7,9.6,34.9,39.8,25.3,1.2,36.1,24.1,28.9,2.4,30.1,531,83,6,7.2,43.4,89.9,13.6,0.219,0.341,0.281,0.345,,0.585,-0.235,-0.234,1.124
"Tena, José",50.4,67.3,83.3,32.9,60.0,41.9,36.9,50.2,24.0,8.3,75.0,120,47.5,21.7,25.0,5.8,24.2,44.2,31.7,6.7,29.2,17.5,32.5,4.2,30.8,673,120,10,8.3,49.2,91.2,7.6,0.254,0.417,0.305,0.388,,2.03,-0.233,-0.233,2.111
"Millas, Drew",48.8,65.9,86.4,26.4,52.9,45.2,41.9,45.6,22.6,5.6,85.7,41,48.8,24.4,26.8,0.0,26.8,43.9,29.3,4.9,41.5,19.5,26.8,4.9,39.0,252,41,1,2.4,34.1,88.0,2.7,0.224,0.307,0.268,0.322,,-0.692,-0.236,-0.236,-1.515
"Gallo, Joey",50.4,68.3,67.3,22.0,37.6,43.7,34.6,45.3,39.6,7.7,88.0,122,27.0,39.3,18.0,15.6,54.1,27.0,18.9,4.1,18.9,36.9,18.9,8.2,32.8,1075,122,16,13.1,43.4,90.5,26.1,0.173,0.348,0.285,0.404,,-0.792,-0.233,-0.232,2.108
"Torrens, Luis",50.8,67.6,84.6,24.7,59.7,42.4,29.2,46.5,21.9,9.0,73.9,91,42.9,25.3,25.3,6.6,34.1,39.6,26.4,1.1,34.1,18.7,31.9,7.7,36.3,510,91,6,6.6,46.2,89.6,13.1,0.259,0.4,0.318,0.371,,1.118,-0.249,-0.249,0.143
"Azocar, José",45.4,78.0,81.6,49.7,53.2,41.9,51.9,62.5,29.7,8.2,79.2,55,49.1,25.5,20.0,5.5,21.8,40.0,38.2,10.9,32.7,23.6,25.5,3.6,30.9,291,55,2,3.6,30.9,86.5,9.8,0.231,0.306,0.264,0.317,,-0.916,-0.251,-0.251,-3.257
"Alonso, Pete",48.3,61.0,85.9,25.9,51.9,43.2,25.1,42.9,24.7,6.7,72.2,440,42.0,28.2,21.1,8.6,41.6,32.3,26.1,5.5,29.5,25.5,19.5,6.6,30.5,2780,440,58,13.2,46.4,89.8,14.4,0.242,0.461,0.343,0.414,,0.051,-0.237,-0.236,2.891
"Stewart, DJ",51.1,66.5,76.2,14.2,37.7,43.5,35.6,40.9,30.0,8.1,85.5,111,32.4,36.0,20.7,10.8,48.6,32.4,18.9,1.8,22.5,35.1,23.4,8.1,34.2,765,111,9,8.1,39.6,89.7,19.1,0.212,0.346,0.326,0.352,,-3.149,-0.249,-0.248,-1.3
"Bader, Harrison",49.4,59.8,85.8,33.6,57.5,41.8,26.4,46.6,24.5,7.9,67.7,313,43.5,23.6,24.3,8.6,45.4,36.7,17.9,4.5,33.2,26.8,24.6,4.5,33.9,1647,313,20,6.4,35.5,87.2,11.9,0.242,0.377,0.294,0.348,,-1.915,-0.241,-0.242,-2.202
"Lindor, Francisco",51.5,69.9,81.9,26.3,58.7,45.1,25.7,48.7,23.7,8.1,82.3,494,34.8,31.4,26.1,7.7,42.9,36.0,21.1,3.4,23.5,27.3,26.3,5.7,35.4,2713,494,67,13.6,47.4,90.9,17.0,0.283,0.528,0.379,0.433,,2.691,-0.235,-0.235,5.24
"Vientos, Mark",48.6,68.5,75.0,32.3,46.9,41.9,30.6,49.9,34.4,7.3,77.5,283,44.2,24.4,24.4,7.1,36.0,43.1,20.8,2.8,32.2,20.1,23.3,7.1,34.6,1756,283,40,14.1,46.6,91.2,11.4,0.246,0.463,0.331,0.444,,2.984,-0.242,-0.242,6.101
"Winker, Jesse",53.0,64.7,84.9,19.0,62.5,43.7,34.8,43.2,19.6,8.8,78.0,329,45.9,22.2,22.8,9.1,35.0,35.3,29.8,3.6,33.1,24.0,28.3,3.3,30.1,2063,329,25,7.6,37.4,88.6,14.0,0.245,0.384,0.329,0.357,,-2.583,-0.241,-0.24,-2.442
"McNeil, Jeff",51.8,78.4,87.9,30.7,64.8,44.0,41.4,55.4,17.5,7.3,88.8,360,39.7,26.7,24.2,9.4,42.8,36.7,20.6,4.4,28.3,32.5,25.3,6.1,32.2,1711,360,11,3.1,31.1,87.0,14.9,0.235,0.336,0.288,0.294,,-3.184,-0.24,-0.24,-5.196
"Acuña, Luisangel",52.2,76.1,83.3,30.8,55.0,40.4,42.5,54.4,24.3,6.6,77.8,33,45.5,24.2,24.2,6.1,30.3,48.5,21.2,6.1,36.4,27.3,15.2,3.0,30.3,136,33,3,9.1,45.5,91.0,10.3,0.266,0.424,0.307,0.352,,3.742,-0.251,-0.252,3.077
"Alvarez, Francisco",48.8,64.2,79.4,28.9,51.3,43.4,37.1,46.1,29.6,7.5,75.0,224,50.9,20.5,22.8,5.8,33.0,37.9,29.0,4.5,40.2,22.3,19.2,6.7,27.2,1331,224,15,6.7,42.0,88.8,6.9,0.22,0.358,0.289,0.343,,-1.031,-0.244,-0.244,-1.019
"Taylor, Tyrone",50.3,66.2,88.0,32.4,56.8,39.1,22.4,49.4,22.2,8.8,73.5,241,38.2,24.5,27.0,10.4,46.9,30.3,22.8,7.5,24.1,29.0,24.9,7.5,34.9,1323,241,17,7.1,35.3,87.3,16.8,0.249,0.389,0.301,0.364,,-2.204,-0.244,-0.244,-2.359
"Nimmo, Brandon",49.9,65.6,84.4,24.1,54.5,42.9,32.6,44.8,23.4,8.3,79.0,416,42.8,27.2,25.0,5.0,37.0,36.3,26.7,1.0,33.7,24.0,25.5,6.5,33.7,2747,416,38,9.1,47.4,91.9,11.2,0.244,0.408,0.335,0.386,,1.316,-0.238,-0.237,1.672
"Marte, Starling",51.5,69.2,81.0,30.1,46.9,42.5,29.2,50.2,28.4,8.4,69.7,259,51.7,15.8,30.9,1.5,39.8,38.6,21.6,6.9,40.5,12.4,25.9,7.3,37.1,1417,259,18,6.9,42.9,89.8,4.3,0.287,0.425,0.337,0.403,,2.688,-0.243,-0.243,0.495
"Martinez, J.D.",47.8,69.0,81.9,29.7,39.9,40.7,37.0,48.5,31.5,7.5,87.7,295,39.7,31.9,23.1,5.4,34.6,38.0,27.5,2.4,27.5,23.7,26.8,4.4,39.3,2052,295,44,14.9,46.1,91.0,14.4,0.256,0.472,0.351,0.456,,2.774,-0.242,-0.241,5.572
"Iglesias, Jose",51.1,64.8,87.9,39.5,79.3,43.6,24.5,52.5,15.2,7.7,67.5,232,48.7,19.4,28.0,3.9,29.3,38.8,31.9,6.0,34.5,20.3,32.8,4.3,36.2,1075,232,5,2.2,30.6,85.8,9.0,0.285,0.369,0.314,0.334,,-1.662,-0.244,-0.245,-5.355
"Baty, Brett",50.8,69.2,81.9,31.8,50.9,45.9,29.4,50.9,26.2,5.9,70.0,112,54.5,23.2,17.0,5.4,42.9,38.4,18.8,7.1,39.3,22.3,19.6,6.3,27.7,676,112,6,5.4,33.0,86.6,10.3,0.211,0.344,0.282,0.33,,-3.566,-0.249,-0.249,-3.528
"Langeliers, Shea",48.3,69.5,80.3,30.7,50.6,43.0,36.1,49.5,29.2,7.7,75.8,343,37.6,30.0,22.4,9.9,45.2,38.8,16.0,2.9,28.0,29.4,21.6,5.2,35.3,1993,343,44,12.8,44.0,91.3,16.3,0.241,0.456,0.328,0.419,,1.919,-0.213,-0.213,3.532
"Ruiz, Esteury",49.6,67.2,84.1,33.1,39.0,46.7,29.2,50.0,30.1,4.5,90.9,39,35.9,33.3,17.9,12.8,30.8,48.7,20.5,7.7,23.1,25.6,23.1,10.3,28.2,246,39,4,10.3,35.9,87.7,17.1,0.181,0.341,0.281,0.365,,-0.505,-0.225,-0.225,1.24
"Nevin, Tyler",49.6,69.1,80.5,25.9,57.0,42.8,25.9,47.3,25.6,8.3,82.4,184,43.5,30.4,22.3,3.8,28.3,38.0,33.7,1.6,35.9,25.5,19.6,7.1,37.0,1090,184,16,8.7,40.8,89.8,10.7,0.216,0.365,0.296,0.335,,0.074,-0.219,-0.219,0.227
"Allen, Nick",56.7,66.3,86.6,27.3,52.4,43.0,28.6,49.4,18.8,6.2,72.7,80,57.5,13.8,17.5,11.3,32.5,40.0,27.5,10.0,45.0,25.0,18.8,0.0,25.0,356,80,1,1.3,17.5,84.4,8.9,0.202,0.246,0.22,0.247,,-3.7,-0.224,-0.224,-5.609
"Gelof, Zack",51.4,72.1,73.5,29.7,36.8,43.7,39.9,51.5,36.4,7.2,84.4,317,43.5,27.4,22.7,6.3,41.6,37.9,20.5,4.1,31.5,26.5,22.4,6.3,34.4,2055,317,28,8.8,37.2,89.2,14.2,0.199,0.347,0.271,0.377,,-0.082,-0.214,-0.214,0.727
"Schuemann, Max",51.0,62.8,77.0,21.4,49.0,40.4,26.6,42.5,28.5,8.0,76.9,286,37.4,31.1,23.8,7.7,35.0,37.4,27.6,3.8,29.0,29.7,24.8,7.0,39.5,1835,286,16,5.6,37.4,89.0,16.6,0.222,0.338,0.296,0.345,,-0.764,-0.215,-0.215,-0.668
"Andujar, Miguel",48.0,66.2,93.0,35.8,68.5,41.7,29.2,50.4,16.0,7.2,72.9,261,50.6,18.0,22.2,9.2,38.3,34.1,27.6,3.8,40.6,26.1,23.8,3.1,26.1,1176,261,7,2.7,33.7,86.1,9.2,0.26,0.337,0.282,0.301,,-0.074,-0.216,-0.217,-2.804
"McCann, Kyle",49.8,66.8,64.5,25.4,29.6,42.7,34.6,45.9,45.2,8.8,83.9,81,45.7,32.1,18.5,3.7,39.5,37.0,23.5,3.7,32.1,22.2,21.0,8.6,30.9,636,81,10,12.3,38.3,89.6,12.5,0.184,0.351,0.274,0.392,,-0.654,-0.224,-0.223,1.613
"Rooker, Brent",46.1,72.6,78.9,31.0,39.8,41.1,44.8,50.2,34.1,7.4,79.5,373,33.8,34.3,23.3,8.6,42.6,32.7,24.7,3.2,22.8,26.8,21.4,8.6,38.3,2378,373,62,16.6,49.6,91.9,18.9,0.266,0.557,0.38,0.51,,3.339,-0.212,-0.212,6.056
"Harris, Brett",52.3,60.9,80.3,19.1,51.1,42.6,30.1,41.0,23.8,7.5,86.5,79,41.8,24.1,21.5,12.7,35.4,38.0,26.6,8.9,25.3,39.2,19.0,2.5,26.6,493,79,4,5.1,36.7,87.4,12.8,0.184,0.278,0.274,0.26,,-2.592,-0.224,-0.224,-2.482
"Soderstrom, Tyler",48.8,69.1,81.2,29.2,44.3,45.3,40.8,48.7,30.1,6.4,77.6,137,48.9,28.5,18.2,4.4,30.7,44.5,24.8,0.7,39.4,18.2,17.5,9.5,31.4,770,137,20,14.6,49.6,91.9,9.6,0.24,0.48,0.348,0.427,,2.814,-0.221,-0.221,4.351
"Alexander, CJ",32.1,66.7,83.3,68.4,30.8,50.0,50.0,67.9,52.6,10.7,100.0,5,20.0,40.0,40.0,0.0,20.0,20.0,60.0,20.0,0.0,40.0,20.0,0.0,60.0,28,5,1,20.0,20.0,79.2,19.8,0.19,0.296,0.21,0.335,,-1.809,-0.227,-0.227,1.349
"Noda, Ryan",51.9,62.5,73.5,20.0,39.6,44.9,33.3,42.1,33.8,8.4,85.7,59,44.1,25.4,16.9,13.6,52.5,27.1,20.3,10.2,28.8,28.8,15.3,10.2,23.7,499,59,3,5.1,33.9,86.2,16.0,0.158,0.263,0.25,0.297,,-3.922,-0.224,-0.224,-2.854
"Alvarez, Armando",54.7,56.6,83.7,33.3,76.2,48.9,28.2,46.0,18.8,6.5,55.6,29,44.8,27.6,20.7,6.9,44.8,17.2,37.9,10.3,31.0,24.1,27.6,6.9,31.0,139,29,0,0.0,10.3,80.8,14.8,0.266,0.341,0.286,0.337,,-4.83,-0.226,-0.226,-6.482
"Gray, Tristan",46.3,71.9,51.2,34.8,43.5,52.0,45.2,52.0,51.6,5.7,71.4,12,50.0,33.3,16.7,0.0,41.7,33.3,25.0,0.0,16.7,25.0,58.3,0.0,16.7,123,12,0,0.0,58.3,93.0,17.5,0.17,0.189,0.209,0.368,,1.931,-0.226,-0.226,0.723
"Hernaiz, Darell",52.4,65.2,82.8,25.9,54.0,42.5,30.4,46.5,24.9,6.1,80.6,96,51.0,18.8,21.9,8.3,25.0,47.9,27.1,7.3,36.5,27.1,26.0,2.1,30.2,510,96,1,1.0,33.3,87.1,10.8,0.228,0.283,0.271,0.295,,-0.44,-0.223,-0.223,-2.713
"Brown, Seth",48.2,75.2,83.3,30.3,41.8,42.1,37.0,52.0,29.1,7.0,84.3,261,40.2,28.4,23.4,8.0,37.9,37.2,24.9,4.2,24.9,29.5,25.7,6.9,35.2,1552,261,22,8.4,40.6,90.0,14.6,0.232,0.387,0.294,0.379,,1.366,-0.216,-0.216,1.159
"Cameron, Daz",54.3,68.3,81.1,26.0,37.6,41.4,32.8,49.0,28.3,9.4,74.6,121,47.9,28.1,21.5,2.5,40.5,38.8,20.7,2.5,37.2,24.0,21.5,6.6,36.4,715,121,10,8.3,48.8,91.6,8.6,0.222,0.353,0.282,0.354,,1.533,-0.222,-0.222,0.972
"Butler, Lawrence",48.9,69.1,80.3,27.3,55.3,45.6,32.2,47.7,26.9,6.9,74.4,308,43.5,26.3,26.0,4.2,31.2,42.2,26.6,1.0,31.5,23.1,26.9,5.8,35.1,1815,308,34,11.0,47.4,91.1,11.3,0.258,0.468,0.339,0.419,,2.502,-0.215,-0.215,2.976
"Wilson, Jacob",44.7,65.4,92.2,36.8,78.9,46.1,31.1,49.6,12.7,8.3,86.2,84,52.4,16.7,27.4,3.6,35.7,42.9,21.4,4.8,40.5,25.0,29.8,0.0,26.2,349,84,0,0.0,19.0,85.4,9.5,0.266,0.31,0.287,0.278,,-1.113,-0.223,-0.224,-4.42
"Bleday, JJ",47.8,67.8,82.5,24.7,50.3,44.5,34.1,45.3,26.1,7.1,84.7,448,34.8,31.3,25.2,8.7,41.3,35.9,22.8,2.7,25.2,32.4,24.3,7.1,37.1,2483,448,37,8.3,36.2,88.5,18.6,0.24,0.397,0.316,0.349,,-0.07,-0.209,-0.209,0.451
"Gonzales, Nick",50.0,78.2,82.6,34.1,57.7,43.4,44.0,56.2,24.9,7.8,89.7,290,41.7,25.9,27.2,5.2,42.1,33.8,24.1,4.5,31.7,23.8,26.9,4.5,34.1,1371,290,23,7.9,36.9,87.9,13.0,0.27,0.407,0.317,0.37,,1.115,-0.222,-0.222,0.366
"Williams, Alika",56.8,67.5,81.4,30.3,52.3,43.2,37.5,51.5,23.1,8.9,73.3,70,44.3,22.9,28.6,4.3,34.3,38.6,27.1,11.4,25.7,30.0,25.7,2.9,38.6,336,70,3,4.3,27.1,87.2,15.7,0.226,0.306,0.251,0.309,,-2.278,-0.23,-0.23,-2.927
"Grandal, Yasmani",53.6,54.1,84.1,25.6,66.4,46.8,21.4,40.9,20.1,8.1,59.7,173,47.4,28.3,20.2,4.0,40.5,42.2,17.3,2.3,34.7,22.0,24.9,6.4,31.8,952,173,17,9.8,42.8,91.1,11.1,0.246,0.419,0.325,0.362,,0.562,-0.226,-0.226,1.72
"Cruz, Oneil",46.6,63.0,76.0,31.7,48.1,42.9,33.1,46.3,34.1,6.3,77.3,364,48.1,20.6,25.3,6.0,39.3,36.0,24.7,1.9,33.5,19.2,24.5,4.7,32.1,2381,364,57,15.7,54.9,95.5,9.8,0.263,0.461,0.34,0.462,,5.071,-0.219,-0.218,7.137
"Suwinski, Jack",53.0,67.5,81.7,22.9,41.7,45.0,23.6,46.5,27.4,7.6,89.4,170,46.5,22.9,23.5,7.1,43.5,32.9,23.5,5.9,32.9,24.1,22.9,4.7,28.8,1114,170,15,8.8,38.2,88.9,12.9,0.22,0.361,0.292,0.367,,-1.339,-0.226,-0.226,-0.569
"De La Cruz, Bryan",48.7,75.3,77.6,32.6,53.0,40.7,38.3,53.4,30.1,7.3,84.5,419,41.3,29.8,24.6,4.3,38.7,32.2,29.1,2.9,30.5,25.5,25.1,6.4,35.6,2394,419,39,9.3,41.3,89.6,13.1,0.242,0.419,0.302,0.396,,1.087,-0.217,-0.217,1.889
"Yorke, Nick",48.3,71.4,76.7,24.4,45.5,39.7,35.7,47.1,31.7,6.3,90.9,26,42.3,23.1,30.8,3.8,26.9,42.3,30.8,7.7,30.8,7.7,30.8,7.7,38.5,174,26,4,15.4,50.0,89.7,8.0,0.284,0.509,0.377,0.504,,3.461,-0.232,-0.232,5.175
"Delay, Jason",52.0,76.9,85.0,25.0,50.0,42.0,42.1,52.0,23.1,22.0,90.9,16,50.0,18.8,12.5,18.8,37.5,31.3,31.3,12.5,31.3,37.5,12.5,6.3,18.8,50,16,0,0.0,18.8,83.2,22.4,0.195,0.239,0.275,0.192,,-5.87,-0.232,-0.232,-7.354
"Triolo, Jared",50.3,70.0,79.6,25.1,50.5,45.2,42.2,47.7,27.4,8.0,81.7,281,41.3,26.0,28.1,4.6,37.4,36.7,26.0,4.6,29.2,29.5,26.0,5.0,38.8,1764,281,15,5.3,39.1,88.4,13.4,0.227,0.336,0.292,0.347,,-0.678,-0.222,-0.222,-1.209
"Palacios, Joshua",49.2,68.9,76.0,22.4,62.9,39.4,34.6,45.3,25.9,7.5,78.3,55,61.8,16.4,14.5,7.3,41.8,27.3,30.9,5.5,41.8,18.2,23.6,3.6,21.8,307,55,2,3.6,47.3,89.8,3.4,0.264,0.388,0.342,0.347,,0.519,-0.231,-0.231,-1.334
"Cook, Billy",54.3,77.0,68.8,36.9,35.5,40.2,53.1,58.7,39.8,8.2,93.3,30,20.0,26.7,30.0,23.3,43.3,23.3,33.3,0.0,13.3,40.0,23.3,10.0,46.7,184,30,4,13.3,50.0,92.6,28.6,0.229,0.434,0.282,0.461,,2.765,-0.232,-0.232,5.955
"Bae, Ji Hwan",51.8,67.9,75.5,27.2,46.3,41.2,43.2,48.2,31.8,8.9,82.1,51,58.8,15.7,21.6,3.9,37.3,37.3,25.5,13.7,39.2,11.8,21.6,2.0,31.4,313,51,6,11.8,37.3,87.3,2.4,0.217,0.337,0.274,0.354,,-1.146,-0.231,-0.231,-0.166
