Name,Season,TB,xTB,BB,xBB,AB,xAB,H,xH,SB,xSB,CS,xCS,MB,xMB
Robbie Grossman,2022.0,128.0,141.398980428917,56.0,53.34,411.0,412.69,86.0,95.59989573934122,6.0,6.0,2.0,2.0,39.0,46.0
Eric Haase,2022.0,143.0,128.60761446732957,24.0,21.91,323.0,315.46,82.0,76.31385562878732,0.0,0.0,0.0,0.0,44.0,37.0
Bligh Madris,2022.0,30.0,27.183164297297395,10.0,9.18,113.0,114.64,20.0,26.706570888116133,2.0,2.0,1.0,1.0,7.0,8.0
Ian Happ,2022.0,252.0,242.0582646081084,58.0,59.15,573.0,567.77,155.0,146.3878115716323,9.0,9.0,4.0,4.0,85.0,79.0
Kevin Newman,2022.0,107.0,95.0313224049185,16.0,16.24,288.0,276.1,79.0,63.3037357923565,8.0,8.0,2.0,2.0,34.0,27.0
Jake Fraley,2022.0,101.0,92.35978652788202,26.0,26.01,216.0,214.15,56.0,50.29086947156864,4.0,4.0,1.0,1.0,35.0,30.0
Aaron Hicks,2022.0,120.0,153.4701411479882,62.0,60.12,384.0,398.31,83.0,97.7781373817706,10.0,10.0,3.0,3.0,40.0,54.0
Hunter Dozier,2022.0,179.0,185.95095985789757,34.0,32.16,462.0,460.35,109.0,110.31534798009321,4.0,4.0,3.0,3.0,51.0,53.0
Ke'Bryan Hayes,2022.0,174.0,214.63537518535827,48.0,48.72,505.0,509.79,123.0,136.8937851443734,20.0,20.0,5.0,5.0,56.0,73.0
Charlie Culberson,2022.0,41.0,28.41005173203473,5.0,4.69,115.0,110.68,29.0,27.266523622876008,2.0,2.0,3.0,3.0,11.0,7.0
Max Kepler,2022.0,135.0,176.494996036663,49.0,44.58,388.0,397.81,88.0,104.97029350030006,3.0,3.0,2.0,2.0,42.0,59.0
Christian Arroyo,2022.0,116.0,120.52452951030635,13.0,13.59,280.0,270.45,80.0,76.6287831548574,5.0,5.0,1.0,1.0,37.0,39.0
Richie Palacios,2022.0,32.0,42.86848213880032,9.0,8.85,112.0,113.68,26.0,34.161060918850445,2.0,2.0,0.0,0.0,10.0,16.0
Skye Bolt,2022.0,35.0,33.57868946621106,7.0,8.0,106.0,108.65,21.0,25.281438219589212,5.0,5.0,0.0,0.0,10.0,11.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Spencer Torkelson,2022.0,115.0,152.71304584722958,37.0,37.25,360.0,365.21,73.0,91.81876312486811,0.0,0.0,1.0,1.0,31.0,48.0
Seth Brown,2022.0,222.0,225.45803120673773,51.0,50.77,500.0,497.63,115.0,122.70099120027379,11.0,11.0,2.0,2.0,68.0,73.0
Nick Fortes,2022.0,85.0,86.68606906226077,18.0,17.82,217.0,206.45,50.0,54.171572636692886,5.0,5.0,3.0,3.0,24.0,27.0
Charlie Blackmon,2022.0,222.0,196.93655310100786,32.0,33.17,530.0,504.97,140.0,120.8006771430762,4.0,4.0,1.0,1.0,68.0,57.0
Patrick Wisdom,2022.0,200.0,206.7363954824266,53.0,53.71,469.0,466.97,97.0,115.34821513411279,8.0,8.0,4.0,4.0,57.0,67.0
Wander Franco,2022.0,131.0,135.8256343246715,26.0,24.3,314.0,310.07,87.0,85.71649184456761,8.0,8.0,0.0,0.0,45.0,47.0
,,,,,,,,,,,,,,,
Tyler Naquin,2022.0,131.0,128.23431082096846,19.0,17.41,310.0,304.22,71.0,73.03109037436518,4.0,4.0,2.0,2.0,36.0,36.0
Austin Hays,2022.0,221.0,211.12743885990028,34.0,32.71,535.0,507.6,134.0,127.50768693573755,2.0,2.0,4.0,4.0,64.0,61.0
Bryan De La Cruz,2022.0,142.0,152.46015884923378,19.0,21.62,329.0,331.86,83.0,85.40162357364937,4.0,4.0,0.0,0.0,42.0,47.0
,,,,,,,,,,,,,,,
Nick Gordon,2022.0,173.0,178.053613789128,19.0,20.1,405.0,401.06,110.0,103.77021161743528,6.0,6.0,4.0,4.0,52.0,51.0
MJ Melendez,2022.0,181.0,211.07942190489575,66.0,61.27,460.0,474.08,100.0,124.35184754160596,2.0,2.0,3.0,3.0,56.0,72.0
Austin Riley,2022.0,325.0,315.47312963147954,57.0,59.1,615.0,613.5,168.0,169.211647500341,2.0,2.0,0.0,0.0,109.0,108.0
,,,,,,,,,,,,,,,
Willy Adames,2022.0,258.0,258.0990799448973,49.0,52.63,563.0,565.97,134.0,145.0338321165197,8.0,8.0,3.0,3.0,77.0,83.0
Jake Burger,2022.0,77.0,81.00106376056961,10.0,10.94,168.0,164.09,42.0,30.61814667742422,0.0,0.0,0.0,0.0,22.0,19.0
Trayce Thompson,2022.0,111.0,105.39215860340482,32.0,31.27,219.0,228.87,56.0,51.51966401909677,4.0,4.0,1.0,1.0,39.0,34.0
,,,,,,,,,,,,,,,
Paul DeJong,2022.0,60.0,82.86212990471469,21.0,20.98,210.0,210.83,33.0,45.1140780599385,3.0,3.0,2.0,2.0,14.0,23.0
Vaughn Grissom,2022.0,62.0,57.38038749456649,11.0,9.92,141.0,140.75,41.0,35.17456683124647,5.0,5.0,2.0,2.0,21.0,17.0
,,,,,,,,,,,,,,,
Riley Greene,2022.0,136.0,159.34899190643137,36.0,36.17,376.0,385.82,95.0,96.61271870727774,1.0,1.0,4.0,4.0,42.0,48.0
Nicky Lopez,2022.0,119.0,148.3423677183317,29.0,30.28,436.0,433.16,99.0,96.75458504868278,13.0,13.0,3.0,3.0,34.0,42.0
Jonathan India,2022.0,146.0,137.59483643521705,31.0,35.79,386.0,372.98,96.0,80.80409703532062,3.0,3.0,4.0,4.0,43.0,38.0
,,,,,,,,,,,,,,,
Jordan Luplow,2022.0,74.0,85.60252606184434,25.0,27.41,205.0,212.14,36.0,51.58106417378397,5.0,5.0,1.0,1.0,20.0,29.0
Jean Segura,2022.0,137.0,141.50749494080793,25.0,23.92,354.0,347.52,98.0,88.56208480191688,13.0,13.0,6.0,6.0,44.0,42.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mike Brosseau,2022.0,59.0,50.9284382620492,14.0,14.49,141.0,146.96,36.0,38.03222830285578,2.0,2.0,0.0,0.0,19.0,17.0
JJ Bleday,2022.0,63.0,89.09234816264178,30.0,28.91,204.0,210.21,34.0,54.56277207682666,4.0,4.0,1.0,1.0,18.0,32.0
Nick Allen,2022.0,87.0,93.3343683393775,19.0,18.87,299.0,291.04,62.0,64.39006221749658,3.0,3.0,2.0,2.0,22.0,25.0
,,,,,,,,,,,,,,,
Nick Castellanos,2022.0,204.0,200.77241764244468,29.0,28.84,524.0,497.08,138.0,118.11830864636181,7.0,7.0,1.0,1.0,63.0,57.0
Bryce Harper,2022.0,190.0,189.3742763505399,46.0,39.88,370.0,378.59,106.0,104.7846733460709,11.0,11.0,4.0,4.0,70.0,66.0
Alex Kirilloff,2022.0,52.0,49.851057750958745,5.0,6.98,144.0,146.8,36.0,42.78698641667264,0.0,0.0,0.0,0.0,14.0,16.0
,,,,,,,,,,,,,,,
Francisco Lindor,2022.0,283.0,290.6485279864455,59.0,55.59,630.0,617.09,170.0,171.80392588021482,16.0,16.0,6.0,6.0,94.0,98.0
,,,,,,,,,,,,,,,
Andrew Benintendi,2022.0,184.0,201.38386240574332,52.0,49.14,461.0,468.05,140.0,126.3185068426231,8.0,8.0,3.0,3.0,69.0,69.0
,,,,,,,,,,,,,,,
Eddie Rosario,2022.0,82.0,86.76216085472628,17.0,15.29,250.0,246.44,53.0,53.24351045482625,3.0,3.0,0.0,0.0,22.0,23.0
Albert Almora Jr.,2022.0,75.0,68.09891525414632,17.0,15.65,215.0,197.64,48.0,44.96997074455523,3.0,3.0,2.0,2.0,21.0,19.0
Kevin Smith,2022.0,42.0,54.65404826669672,7.0,7.07,139.0,134.77,25.0,26.836678892767907,4.0,4.0,0.0,0.0,10.0,14.0
Oswaldo Cabrera,2022.0,66.0,59.526842612504666,15.0,13.93,154.0,153.38,38.0,40.621127409825526,3.0,3.0,2.0,2.0,20.0,19.0
,,,,,,,,,,,,,,,
Brian Anderson,2022.0,117.0,145.08608826928702,37.0,35.81,338.0,339.5,75.0,85.45377174167487,1.0,1.0,0.0,0.0,35.0,47.0
Victor Reyes,2022.0,114.0,117.3698113022048,13.0,13.31,315.0,310.09,80.0,73.60420073114115,2.0,2.0,2.0,2.0,32.0,31.0
Ozzie Albies,2022.0,101.0,101.26490799904661,16.0,14.47,247.0,246.99,61.0,63.41504090023007,3.0,3.0,5.0,5.0,28.0,28.0
Willson Contreras,2022.0,194.0,196.4949212512315,45.0,41.12,416.0,417.38,101.0,110.79140466702262,4.0,4.0,2.0,2.0,61.0,65.0
David Peralta,2022.0,182.0,191.55895612363824,41.0,37.96,439.0,436.59,110.0,111.96098738745738,1.0,1.0,3.0,3.0,56.0,59.0
,,,,,,,,,,,,,,,
Brandon Lowe,2022.0,90.0,104.33375643988543,27.0,23.53,235.0,232.74,52.0,55.76710411953926,1.0,1.0,0.0,0.0,27.0,33.0
Keston Hiura,2022.0,105.0,98.39451821093232,23.0,22.33,234.0,238.13,53.0,47.89104659319914,5.0,5.0,2.0,2.0,31.0,26.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Bo Bichette,2022.0,306.0,312.837037518937,41.0,43.81,652.0,630.12,189.0,179.963256408095,13.0,13.0,8.0,8.0,100.0,102.0
Will Smith,2022.0,236.0,251.37931077179442,56.0,57.09,508.0,528.06,132.0,146.93077880856578,1.0,1.0,0.0,0.0,79.0,88.0
,,,,,,,,,,,,,,,
Ryan Mountcastle,2022.0,235.0,271.91359047959844,43.0,41.96,555.0,558.08,139.0,147.187888297033,4.0,4.0,1.0,1.0,72.0,86.0
Danny Jansen,2022.0,111.0,113.7662267650291,25.0,26.19,215.0,218.09,56.0,63.556887674324116,1.0,1.0,0.0,0.0,38.0,42.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mark Canha,2022.0,186.0,191.2997310570198,48.0,47.87,462.0,467.05,123.0,121.34879933559245,3.0,3.0,1.0,1.0,63.0,63.0
Spencer Steer,2022.0,31.0,32.69610681520008,11.0,10.65,95.0,97.49,20.0,22.21619152445141,0.0,0.0,1.0,1.0,9.0,10.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mookie Betts,2022.0,305.0,281.352677496377,55.0,56.83,572.0,576.28,154.0,163.88394349041238,12.0,12.0,2.0,2.0,103.0,100.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Nick Madrigal,2022.0,59.0,66.12913527781913,14.0,15.51,209.0,199.99,52.0,48.64392586416724,3.0,3.0,1.0,1.0,18.0,20.0
Miguel Andujar,2022.0,41.0,41.74131257009704,5.0,5.06,132.0,127.66,31.0,26.838681929933124,4.0,4.0,1.0,1.0,11.0,10.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Matt Reynolds,2022.0,81.0,70.41599181749328,26.0,26.29,244.0,246.53,60.0,56.68832174261545,5.0,5.0,0.0,0.0,27.0,22.0
Rodolfo Castro,2022.0,108.0,91.04480196488728,22.0,22.27,253.0,242.87,59.0,51.44051896844149,5.0,5.0,3.0,3.0,31.0,25.0
Jeff McNeil,2022.0,242.0,208.6053626940842,40.0,39.15,533.0,519.98,174.0,131.88578976468756,4.0,4.0,0.0,0.0,91.0,65.0
Joey Wendle,2022.0,125.0,126.95290243106405,15.0,14.01,347.0,333.68,90.0,86.39501333263047,12.0,12.0,3.0,3.0,37.0,38.0
Diego Castillo,2022.0,100.0,107.5812773666085,14.0,17.52,262.0,262.35,54.0,56.58566663542608,1.0,1.0,1.0,1.0,24.0,28.0
Josh Rojas,2022.0,173.0,180.09024869454942,55.0,55.89,443.0,450.4,119.0,114.6619087665957,23.0,23.0,3.0,3.0,65.0,65.0
Kody Clemens,2022.0,36.0,37.560042918154835,8.0,8.05,117.0,117.38,17.0,26.929037870056106,1.0,1.0,0.0,0.0,7.0,11.0
Didi Gregorius,2022.0,65.0,79.14228221072693,13.0,10.58,214.0,200.48,45.0,52.77910888415926,1.0,1.0,0.0,0.0,17.0,24.0
Kerry Carpenter,2022.0,50.0,53.38896516489352,6.0,6.39,103.0,101.91,26.0,26.84648777373939,0.0,0.0,0.0,0.0,15.0,16.0
Lourdes Gurriel Jr.,2022.0,181.0,195.31456769727137,31.0,32.57,453.0,452.07,132.0,125.527866026249,3.0,3.0,4.0,4.0,60.0,62.0
Aaron Judge,2022.0,391.0,359.57737683994696,111.0,103.12,570.0,575.08,177.0,178.07157282767906,16.0,16.0,3.0,3.0,168.0,151.0
,,,,,,,,,,,,,,,
Geraldo Perdomo,2022.0,113.0,150.3042992961533,50.0,54.05,431.0,435.81,84.0,102.63052646388005,9.0,9.0,2.0,2.0,33.0,49.0
,,,,,,,,,,,,,,,
Kris Bryant,2022.0,76.0,73.48463122941111,17.0,16.26,160.0,158.07,49.0,43.68339228654346,0.0,0.0,0.0,0.0,28.0,25.0
Jarred Kelenic,2022.0,51.0,79.2381287552768,16.0,15.25,163.0,158.63,23.0,27.87817427731114,5.0,5.0,2.0,2.0,11.0,19.0
Garrett Stubbs,2022.0,49.0,40.80667155297536,14.0,13.1,106.0,105.91,28.0,24.00633595675162,2.0,2.0,0.0,0.0,18.0,13.0
Terrin Vavra,2022.0,30.0,30.725090507082683,12.0,10.35,89.0,92.29,23.0,25.60190078663628,0.0,0.0,1.0,1.0,10.0,10.0
Jeimer Candelario,2022.0,155.0,174.2631674213206,28.0,27.63,429.0,419.04,93.0,100.6089476793877,0.0,0.0,1.0,1.0,41.0,50.0
Joey Bart,2022.0,95.0,89.63967860134191,26.0,23.74,261.0,257.49,56.0,47.61882387822969,2.0,2.0,1.0,1.0,27.0,23.0
Ryan O'Hearn,2022.0,43.0,41.14203080974316,8.0,8.43,134.0,136.03,32.0,35.631625926584746,0.0,0.0,0.0,0.0,12.0,13.0
Brendan Donovan,2022.0,148.0,164.21377100460717,60.0,58.01,391.0,414.45,110.0,111.4010166740862,2.0,2.0,3.0,3.0,55.0,58.0
Max Muncy,2022.0,178.0,228.3873354605702,90.0,83.9,464.0,488.01,91.0,130.61839637479105,2.0,2.0,0.0,0.0,59.0,86.0
Austin Meadows,2022.0,42.0,54.24244643210946,16.0,16.3,128.0,133.13,32.0,41.797770271140905,0.0,0.0,1.0,1.0,14.0,21.0
Nick Pratto,2022.0,61.0,72.28842270661866,19.0,18.33,158.0,159.52,29.0,32.06819236162196,0.0,0.0,0.0,0.0,17.0,20.0
Joey Gallo,2022.0,125.0,156.02336728042226,56.0,47.83,350.0,354.48,56.0,82.49432851875332,3.0,3.0,0.0,0.0,35.0,51.0
Adley Rutschman,2022.0,177.0,180.45867665172773,65.0,64.73,398.0,407.59,101.0,109.58832796609161,4.0,4.0,0.0,0.0,64.0,68.0
Ildemaro Vargas,2022.0,82.0,74.3609896242207,8.0,9.93,209.0,201.57,55.0,50.88416220090009,3.0,3.0,1.0,1.0,24.0,22.0
Josh Harrison,2022.0,143.0,146.7447347588428,21.0,21.45,386.0,377.68,99.0,96.23591329425332,2.0,2.0,1.0,1.0,42.0,43.0
,,,,,,,,,,,,,,,
Hunter Renfroe,2022.0,233.0,216.5966965357531,39.0,39.88,474.0,473.17,121.0,120.97695227462037,1.0,1.0,1.0,1.0,72.0,68.0
Nathaniel Lowe,2022.0,292.0,273.5821397447635,48.0,49.46,593.0,594.27,179.0,158.55001379438602,2.0,2.0,2.0,2.0,103.0,88.0
Rob Refsnyder,2022.0,76.0,66.69995172874886,15.0,16.97,153.0,159.23,47.0,39.04130482096346,1.0,1.0,1.0,1.0,28.0,21.0
Brad Miller,2022.0,71.0,79.41950179492946,18.0,17.28,222.0,210.42,47.0,46.00726059341882,4.0,4.0,2.0,2.0,19.0,22.0
Carlos Correa,2022.0,244.0,254.37859161595054,61.0,60.68,522.0,521.49,152.0,142.31405157862625,0.0,0.0,1.0,1.0,89.0,88.0
,,,,,,,,,,,,,,,
Rougned Odor,2022.0,152.0,164.12785425747256,32.0,32.47,426.0,422.61,88.0,98.44831115235725,6.0,6.0,1.0,1.0,40.0,48.0
Rafael Ortega,2022.0,113.0,128.76826556133545,44.0,40.4,316.0,327.63,76.0,85.60718860412214,12.0,12.0,7.0,7.0,37.0,44.0
Michael Massey,2022.0,65.0,89.02980866246205,9.0,10.65,173.0,170.34,42.0,42.85092143231511,3.0,3.0,0.0,0.0,19.0,27.0
,,,,,,,,,,,,,,,
Jackie Bradley Jr.,2022.0,107.0,128.08467780691905,24.0,27.14,344.0,333.76,70.0,81.52316458067273,2.0,2.0,3.0,3.0,27.0,38.0
Jason Heyward,2022.0,38.0,42.130028345473306,11.0,10.55,137.0,135.0,28.0,30.941107324712277,1.0,1.0,0.0,0.0,10.0,12.0
Alec Bohm,2022.0,233.0,266.5375315428531,31.0,35.77,586.0,579.95,164.0,156.82433705867402,2.0,2.0,3.0,3.0,73.0,82.0
,,,,,,,,,,,,,,,
Josh Jung,2022.0,41.0,43.04567509737903,4.0,5.9,98.0,97.34,20.0,14.083154147617066,2.0,2.0,0.0,0.0,10.0,9.0
Brandon Drury,2022.0,255.0,235.97702714715388,38.0,45.24,518.0,514.81,136.0,133.60803465349687,2.0,2.0,3.0,3.0,78.0,74.0
Jonathan Schoop,2022.0,155.0,185.5185116699632,19.0,20.91,481.0,457.87,97.0,111.48418980600997,5.0,5.0,0.0,0.0,37.0,52.0
Jorge Soler,2022.0,108.0,122.1626682543601,31.0,30.32,270.0,277.07,56.0,63.198827853512725,0.0,0.0,2.0,2.0,30.0,36.0
Nolan Gorman,2022.0,119.0,130.35796874540782,28.0,26.32,283.0,296.66,64.0,69.19810746529897,1.0,1.0,0.0,0.0,35.0,39.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mike Yastrzemski,2022.0,190.0,224.06297707941837,61.0,60.04,485.0,499.61,104.0,132.16126307189427,5.0,5.0,1.0,1.0,58.0,78.0
Santiago Espinal,2022.0,166.0,176.68417242800285,36.0,37.96,449.0,453.98,120.0,113.68932458633675,6.0,6.0,6.0,6.0,52.0,53.0
Sam Huff,2022.0,45.0,48.824530756910434,11.0,9.42,121.0,117.17,29.0,18.363842980737736,1.0,1.0,0.0,0.0,14.0,11.0
Ketel Marte,2022.0,200.0,218.99967268148373,55.0,52.03,492.0,495.08,118.0,131.43769085497672,5.0,5.0,1.0,1.0,64.0,74.0
William Contreras,2022.0,169.0,154.44427911160702,39.0,36.32,334.0,339.0,93.0,80.15926704595302,2.0,2.0,0.0,0.0,60.0,48.0
Trevor Larnach,2022.0,65.0,61.43664907335247,18.0,18.48,160.0,157.83,37.0,28.24287062954184,0.0,0.0,0.0,0.0,20.0,16.0
Corey Dickerson,2022.0,112.0,106.08698273648713,12.0,12.44,281.0,273.54,75.0,67.06886800875098,0.0,0.0,0.0,0.0,33.0,29.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Yuli Gurriel,2022.0,196.0,215.84443505428186,30.0,31.13,545.0,523.52,132.0,135.64871524181225,8.0,8.0,0.0,0.0,57.0,67.0
,,,,,,,,,,,,,,,
Gleyber Torres,2022.0,237.0,245.20102385450355,39.0,44.9,526.0,522.42,135.0,139.77610026222047,10.0,10.0,5.0,5.0,72.0,79.0
Jonah Bride,2022.0,40.0,48.366151433702214,19.0,20.75,162.0,164.23,33.0,36.510440546832285,1.0,1.0,0.0,0.0,12.0,15.0
J.P. Crawford,2022.0,174.0,203.97459225502132,68.0,66.19,518.0,532.37,126.0,134.7485668158517,3.0,3.0,2.0,2.0,58.0,68.0
,,,,,,,,,,,,,,,
Emmanuel Rivera,2022.0,135.0,138.93075866890467,23.0,23.46,330.0,326.88,77.0,77.86237704024043,1.0,1.0,2.0,2.0,37.0,39.0
,,,,,,,,,,,,,,,
Luis Arraez,2022.0,230.0,230.53775632975936,50.0,56.87,547.0,566.81,173.0,145.97227657739685,4.0,4.0,4.0,4.0,85.0,74.0
Elehuris Montero,2022.0,76.0,57.855602522284656,8.0,9.24,176.0,168.66,41.0,30.610172209273195,0.0,0.0,0.0,0.0,20.0,13.0
Mitch Haniger,2022.0,96.0,99.6425812476909,20.0,20.9,224.0,225.82,55.0,55.92840423755201,0.0,0.0,0.0,0.0,30.0,31.0
Freddie Freeman,2022.0,313.0,324.7899685783352,84.0,75.19,612.0,615.6,199.0,189.16972594317093,13.0,13.0,3.0,3.0,129.0,126.0
,,,,,,,,,,,,,,,
Adam Frazier,2022.0,168.0,188.5400449011355,46.0,44.19,541.0,531.41,129.0,124.55898987119997,11.0,11.0,6.0,6.0,50.0,55.0
Matt Duffy,2022.0,71.0,77.32105877424121,17.0,19.25,228.0,215.73,57.0,51.91092452961513,0.0,0.0,0.0,0.0,21.0,23.0
Taylor Trammell,2022.0,41.0,53.78447398207612,13.0,12.22,102.0,101.58,20.0,14.491152489286819,2.0,2.0,1.0,1.0,12.0,12.0
Alex Verdugo,2022.0,240.0,265.0738671282703,42.0,47.47,593.0,592.86,166.0,156.46720252224503,1.0,1.0,3.0,3.0,77.0,83.0
Connor Joe,2022.0,145.0,154.21527086881568,55.0,52.72,404.0,408.77,96.0,97.75303148651962,6.0,6.0,2.0,2.0,48.0,51.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Juan Yepez,2022.0,113.0,110.46343572200936,16.0,16.19,253.0,252.79,64.0,56.7063525033421,0.0,0.0,0.0,0.0,34.0,30.0
Alan Trejo,2022.0,50.0,38.27229878120619,5.0,5.41,118.0,115.66,32.0,27.379653491551316,1.0,1.0,2.0,2.0,14.0,10.0
Kyle Garlick,2022.0,65.0,49.04974852994788,8.0,8.89,150.0,147.43,35.0,30.53140403840628,0.0,0.0,0.0,0.0,18.0,12.0
Jonathan Villar,2022.0,61.0,60.48631335933517,15.0,15.28,202.0,201.81,42.0,51.533357825372946,7.0,7.0,0.0,0.0,17.0,20.0
Cal Raleigh,2022.0,181.0,178.2905691616436,38.0,33.53,370.0,377.07,78.0,92.14071892043341,1.0,1.0,0.0,0.0,52.0,55.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Kyle Farmer,2022.0,203.0,205.9704294848716,33.0,33.15,526.0,508.84,134.0,128.60921126827276,4.0,4.0,3.0,3.0,60.0,61.0
Vladimir Guerrero Jr.,2022.0,306.0,332.6495415992397,58.0,59.39,638.0,629.52,175.0,179.41536223043153,8.0,8.0,3.0,3.0,103.0,115.0
David Villar,2022.0,71.0,58.5955705363273,18.0,18.23,156.0,155.67,36.0,32.88522950689282,0.0,0.0,1.0,1.0,22.0,17.0
Jason Vosler,2022.0,46.0,37.446705022366444,10.0,9.2,98.0,96.64,26.0,20.10682764655177,1.0,1.0,1.0,1.0,15.0,10.0
Tyler Heineman,2022.0,42.0,55.967319692827104,8.0,7.75,157.0,148.55,34.0,38.69425615832906,1.0,1.0,0.0,0.0,11.0,17.0
Brendan Rodgers,2022.0,215.0,244.56868001394545,46.0,45.52,527.0,524.85,140.0,143.89439169243803,0.0,0.0,0.0,0.0,70.0,81.0
Kyle Tucker,2022.0,260.0,266.63193703347486,59.0,57.26,544.0,549.08,140.0,154.58093355557986,25.0,25.0,4.0,4.0,89.0,97.0
,,,,,,,,,,,,,,,
Riley Adams,2022.0,44.0,46.68392575503637,12.0,11.23,142.0,140.07,25.0,24.62815721595061,0.0,0.0,1.0,1.0,10.0,11.0
Austin Barnes,2022.0,68.0,70.43972338373537,27.0,25.1,179.0,179.1,38.0,50.81014316933571,2.0,2.0,1.0,1.0,21.0,26.0
David Bote,2022.0,50.0,7.333135314123723,6.0,7.79,116.0,117.01,30.0,18.514575302009774,1.0,1.0,0.0,0.0,15.0,2.0
,,,,,,,,,,,,,,,
Gavin Sheets,2022.0,155.0,155.49342074316587,27.0,27.61,377.0,375.78,91.0,95.4179176873528,0.0,0.0,0.0,0.0,45.0,47.0
Anthony Santander,2022.0,261.0,282.2412839827864,55.0,55.17,574.0,577.87,138.0,159.29052252295463,0.0,0.0,2.0,2.0,79.0,94.0
,,,,,,,,,,,,,,,
Marcell Ozuna,2022.0,194.0,221.62856250540497,31.0,32.71,470.0,468.69,106.0,117.94636190170905,2.0,2.0,1.0,1.0,53.0,66.0
,,,,,,,,,,,,,,,
Yordan Alvarez,2022.0,288.0,297.2951074642964,78.0,76.14,470.0,492.47,144.0,150.63353763486708,1.0,1.0,1.0,1.0,116.0,118.0
Juan Soto,2022.0,237.0,287.76891769648057,135.0,125.62,524.0,545.91,127.0,165.0041957835656,6.0,6.0,2.0,2.0,95.0,125.0
Alex Bregman,2022.0,249.0,260.91908421002597,87.0,85.95,548.0,572.78,142.0,157.38089808853573,1.0,1.0,2.0,2.0,89.0,96.0
Tyler Stephenson,2022.0,80.0,62.39867439731411,12.0,12.38,166.0,162.32,53.0,40.87543210865589,1.0,1.0,0.0,0.0,29.0,19.0
Christian Walker,2022.0,278.0,281.9019357444056,69.0,69.23,583.0,581.01,141.0,157.87741895745637,2.0,2.0,2.0,2.0,89.0,98.0
Jurickson Profar,2022.0,225.0,243.09632597342613,73.0,71.02,575.0,581.96,140.0,154.67529696117498,5.0,5.0,1.0,1.0,75.0,85.0
Alejo Lopez,2022.0,48.0,50.935032514382925,9.0,9.04,145.0,138.07,38.0,37.84243235728674,3.0,3.0,1.0,1.0,15.0,16.0
Pavin Smith,2022.0,90.0,106.46262903352768,28.0,28.22,245.0,241.5,54.0,57.47164655942667,1.0,1.0,0.0,0.0,27.0,34.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
J.D. Davis,2022.0,133.0,150.42894388374216,39.0,38.45,318.0,336.97,79.0,84.17856123751014,1.0,1.0,1.0,1.0,44.0,49.0
,,,,,,,,,,,,,,,
Brian Serven,2022.0,62.0,61.09849299121454,13.0,12.33,187.0,179.5,38.0,45.0193309736894,0.0,0.0,0.0,0.0,16.0,18.0
Sheldon Neuse,2022.0,78.0,87.28642991409953,20.0,20.69,271.0,265.27,58.0,64.64805359342802,6.0,6.0,1.0,1.0,22.0,27.0
Austin Nola,2022.0,114.0,140.79423001886454,34.0,35.67,347.0,351.66,87.0,97.17924005059328,2.0,2.0,1.0,1.0,36.0,48.0
Kyle Schwarber,2022.0,291.0,306.32371931471926,86.0,87.12,577.0,583.11,126.0,162.4782597126178,10.0,10.0,1.0,1.0,95.0,116.0
Orlando Arcia,2022.0,87.0,82.6453229322835,21.0,20.38,209.0,212.17,51.0,54.458111379029724,0.0,0.0,0.0,0.0,27.0,27.0
Ehire Adrianza,2022.0,20.0,31.045798915672293,11.0,10.43,97.0,96.15,17.0,23.0633085905975,1.0,1.0,0.0,0.0,5.0,10.0
,,,,,,,,,,,,,,,
DJ LeMahieu,2022.0,176.0,210.48242362252927,67.0,61.5,467.0,478.83,122.0,128.1391709342058,4.0,4.0,3.0,3.0,62.0,73.0
,,,,,,,,,,,,,,,
Miguel Rojas,2022.0,152.0,166.15666282441862,26.0,27.3,471.0,454.7,111.0,104.61202187065665,9.0,9.0,3.0,3.0,42.0,46.0
Marwin Gonzalez,2022.0,59.0,67.00962262231774,14.0,14.19,184.0,185.14,34.0,46.94721439611869,3.0,3.0,0.0,0.0,15.0,21.0
,,,,,,,,,,,,,,,
Mitch Garver,2022.0,76.0,80.54780455597523,23.0,24.48,188.0,193.8,39.0,46.301692066112295,1.0,1.0,1.0,1.0,22.0,26.0
P.J. Higgins,2022.0,77.0,68.31727667562457,22.0,21.67,201.0,203.82,46.0,45.27969589800493,0.0,0.0,0.0,0.0,23.0,20.0
Manny Machado,2022.0,307.0,278.6997969266669,63.0,58.03,578.0,571.82,172.0,161.22217101931966,9.0,9.0,1.0,1.0,114.0,99.0
