Name,Season,MB,xMB,Percent_Error,Abs_Percent_Error
Freddie Freeman,2024.0,97.0,97.0,0.0,0.0
Francisco Alvarez,2024.0,38.0,35.0,-7.894736842105263,7.894736842105263
Jonathan Aranda,2024.0,16.0,24.0,50.0,50.0
Kris Bryant,2024.0,12.0,10.0,-16.666666666666664,16.666666666666664
Marcell Ozuna,2024.0,125.0,120.0,-4.0,4.0
Travis d'Arnaud,2024.0,39.0,41.0,5.128205128205128,5.128205128205128
Orlando Arcia,2024.0,53.0,70.0,32.075471698113205,32.075471698113205
J.D. Davis,2024.0,13.0,14.0,7.6923076923076925,7.6923076923076925
Brooks Lee,2024.0,15.0,19.0,26.666666666666668,26.666666666666668
Ben Rortvedt,2024.0,27.0,28.0,3.7037037037037033,3.7037037037037033
Vinnie Pasquantino,2024.0,70.0,88.0,25.71428571428571,25.71428571428571
Michael Stefanic,2024.0,8.0,9.0,12.5,12.5
Carson Kelly,2024.0,32.0,37.0,15.625,15.625
Dominic Smith,2024.0,31.0,38.0,22.58064516129032,22.58064516129032
Joc Pederson,2024.0,69.0,62.0,-10.144927536231885,10.144927536231885
Joey Meneses,2024.0,25.0,33.0,32.0,32.0
Reese McGuire,2024.0,12.0,18.0,50.0,50.0
Matt Olson,2024.0,89.0,107.0,20.224719101123593,20.224719101123593
Miguel Amaya,2024.0,33.0,38.0,15.151515151515152,15.151515151515152
Alec Burleson,2024.0,72.0,81.0,12.5,12.5
Luke Maile,2024.0,9.0,14.0,55.55555555555556,55.55555555555556
Donovan Solano,2024.0,40.0,30.0,-25.0,25.0
Josh Bell,2024.0,68.0,75.0,10.294117647058822,10.294117647058822
Kyle Higashioka,2024.0,31.0,31.0,0.0,0.0
Justin Turner,2024.0,59.0,64.0,8.47457627118644,8.47457627118644
Nolan Arenado,2024.0,73.0,68.0,-6.8493150684931505,6.8493150684931505
Corey Seager,2024.0,85.0,93.0,9.411764705882353,9.411764705882353
Rhys Hoskins,2024.0,56.0,70.0,25.0,25.0
Kyle McCann,2024.0,16.0,14.0,-12.5,12.5
Austin Hedges,2024.0,6.0,9.0,50.0,50.0
Jonah Heim,2024.0,40.0,55.0,37.5,37.5
Sean Murphy,2024.0,23.0,28.0,21.73913043478261,21.73913043478261
Patrick Bailey,2024.0,42.0,57.0,35.714285714285715,35.714285714285715
Spencer Horwitz,2024.0,50.0,51.0,2.0,2.0
LaMonte Wade Jr.,2024.0,48.0,56.0,16.666666666666664,16.666666666666664
Josh Naylor,2024.0,81.0,85.0,4.938271604938271,4.938271604938271
James McCann,2024.0,23.0,25.0,8.695652173913043,8.695652173913043
Ty France,2024.0,51.0,66.0,29.411764705882355,29.411764705882355
Gio Urshela,2024.0,45.0,46.0,2.2222222222222223,2.2222222222222223
Luis Campusano,2024.0,28.0,32.0,14.285714285714285,14.285714285714285
Jose Herrera,2024.0,9.0,8.0,-11.11111111111111,11.11111111111111
Keibert Ruiz,2024.0,42.0,43.0,2.380952380952381,2.380952380952381
Matt Thaiss,2024.0,16.0,18.0,12.5,12.5
Alejandro Kirk,2024.0,39.0,53.0,35.8974358974359,35.8974358974359
Luis Guillorme,2024.0,14.0,21.0,50.0,50.0
Matt Carpenter,2024.0,15.0,15.0,0.0,0.0
Giancarlo Stanton,2024.0,59.0,69.0,16.94915254237288,16.94915254237288
Salvador Perez,2024.0,87.0,88.0,1.1494252873563218,1.1494252873563218
Anthony Rizzo,2024.0,32.0,39.0,21.875,21.875
Jose Trevino,2024.0,21.0,24.0,14.285714285714285,14.285714285714285
Curt Casali,2024.0,8.0,15.0,87.5,87.5
Victor Caratini,2024.0,33.0,31.0,-6.0606060606060606,6.0606060606060606
Willie Calhoun,2024.0,27.0,31.0,14.814814814814813,14.814814814814813
Rowdy Tellez,2024.0,45.0,47.0,4.444444444444445,4.444444444444445
Triston Casas,2024.0,32.0,28.0,-12.5,12.5
Wilmer Flores,2024.0,19.0,29.0,52.63157894736842,52.63157894736842
Jacob Stallings,2024.0,37.0,30.0,-18.91891891891892,18.91891891891892
Yasmani Grandal,2024.0,26.0,32.0,23.076923076923077,23.076923076923077
