Player,AB,H,2B,3B,HR,BB,,TB,Runs,Season
Nomar Mazara,136,31,6,0,1,10,,40,11.0,2020
Tim Anderson,208,67,11,1,10,10,,110,39.0,2020
Jarrod Dyson,61,11,0,0,0,4,,11,3.0,2020
Yasmani Grandal,161,37,7,0,8,30,,68,24.0,2020
Luis Robert Jr.,202,47,8,0,11,20,,88,27.0,2020
Adam Engel,88,26,5,1,3,3,,42,13.0,2020
Yermín Mercedes,1,0,0,0,0,0,,0,0.0,2020
James McCann,97,28,3,0,7,8,,52,18.0,2020
Luis González,1,0,0,0,0,0,,0,0.0,2020
Zack Collins,16,1,1,0,0,2,,2,0.0,2020
Yolmer Sánchez,16,5,3,0,1,5,,11,5.0,2020
Leury García,59,16,1,0,3,4,,26,8.0,2020
Danny Mendick,107,26,4,1,3,6,,41,12.0,2020
Edwin Encarnación,159,25,5,0,10,16,,60,14.0,2020
Yoán Moncada,200,45,8,3,6,28,,77,25.0,2020
Eloy Jiménez,213,63,14,0,14,12,,119,40.0,2020
Jesús Sánchez,25,1,1,0,0,4,,2,0.0,2020
Logan Forsythe,34,4,1,0,1,4,,8,2.0,2020
Isan Díaz,22,4,0,0,0,0,,4,1.0,2020
Brian Anderson,200,51,7,1,11,22,,93,31.0,2020
Monte Harrison,47,8,1,0,1,4,,12,3.0,2020
Magneuris Sierra,44,11,3,1,0,5,,16,5.0,2020
Lewis Brinson,106,24,6,0,3,6,,39,10.0,2020
Corey Dickerson,194,50,5,1,7,15,,78,24.0,2020
Matt Joyce,127,32,4,0,2,20,,42,15.0,2020
Starling Marte,228,64,14,1,6,12,,98,31.0,2020
Harold Ramírez,10,2,0,0,0,1,,2,1.0,2020
Lewin Díaz,39,6,2,0,0,2,,8,2.0,2020
Chad Wallach,44,10,3,0,1,3,,16,4.0,2020
Jazz Chisholm Jr.,56,9,1,1,2,5,,18,4.0,2020
Francisco Cervelli,53,13,2,0,3,8,,24,8.0,2020
Jorge Alfaro,93,21,2,0,3,4,,32,8.0,2020
Jon Berti,120,31,5,0,2,23,,42,16.0,2020
Garrett Cooper,120,34,8,0,6,11,,60,21.0,2020
Miguel Rojas,125,38,10,1,4,16,,62,24.0,2020
Jesús Aguilar,188,52,10,0,8,23,,86,31.0,2020
Gleyber Torres,136,33,8,0,3,22,,50,17.0,2020
Luke Voit,213,59,5,0,22,17,,130,43.0,2020
Thairo Estrada,48,8,0,0,1,1,,11,2.0,2020
Erik Kratz,28,9,2,0,0,2,,11,4.0,2020
Gary Sánchez,156,23,4,0,10,18,,57,13.0,2020
Giancarlo Stanton,76,19,7,0,4,15,,38,14.0,2020
Aaron Hicks,169,38,10,2,6,41,,70,26.0,2020
Kyle Higashioka,48,12,1,0,4,0,,25,6.0,2020
Gio Urshela,151,45,11,0,6,18,,74,28.0,2020
Estevan Florial,3,1,0,0,0,0,,1,0.0,2020
Miguel Andujar,62,15,2,1,1,3,,22,6.0,2020
Mike Ford,74,10,4,0,2,7,,20,4.0,2020
Tyler Wade,88,15,3,0,3,12,,27,7.0,2020
Aaron Judge,101,26,3,0,9,10,,56,18.0,2020
Mike Tauchman,95,23,6,0,0,14,,29,10.0,2020
Clint Frazier,131,35,6,1,8,25,,67,26.0,2020
Brett Gardner,130,29,5,1,5,26,,51,18.0,2020
DJ LeMahieu,195,71,10,2,10,18,,115,48.0,2020
Orlando Arcia,173,45,10,1,5,14,,72,23.0,2020
Mark Mathias,36,10,3,0,0,0,,13,4.0,2020
Tyrone Taylor,38,9,4,0,2,2,,19,5.0,2020
Avisaíl García,181,43,10,0,2,20,,59,18.0,2020
Luis Urías,109,26,4,1,0,10,,32,10.0,2020
Billy McKinney,3,2,0,0,0,0,,2,1.0,2020
Ryon Healy,7,1,0,0,0,0,,1,0.0,2020
Jace Peterson,45,9,1,0,2,15,,16,6.0,2020
Manny Piña,39,9,1,0,2,3,,16,5.0,2020
Jacob Nottingham,48,9,1,0,4,5,,22,6.0,2020
Omar Narváez,108,19,4,0,2,16,,29,8.0,2020
Ben Gamel,114,27,8,1,3,13,,46,14.0,2020
Jedd Gyorko,117,29,3,0,9,15,,59,20.0,2020
Daniel Vogelbach,115,24,3,0,6,20,,45,15.0,2020
Eric Sogard,115,24,5,0,1,11,,32,9.0,2020
Ryan Braun,129,30,7,1,8,7,,63,17.0,2020
Christian Yelich,200,41,7,1,12,46,,86,30.0,2020
Keston Hiura,217,46,4,0,13,16,,89,24.0,2020
Kean Wong,60,10,2,1,0,2,,14,3.0,2021
Jared Walsh,530,147,34,1,29,48,,270,91.0,2021
Mike Trout,117,39,8,1,8,27,,73,33.0,2021
Max Stassi,282,68,11,1,13,28,,120,37.0,2021
Anthony Rendon,217,52,13,0,6,29,,83,27.0,2021
Jack Mayfield,266,58,15,0,10,17,,103,27.0,2021
Jose Rojas,168,35,14,0,6,15,,67,18.0,2021
Justin Upton,318,67,12,0,17,39,,130,39.0,2021
Juan Lagares,309,73,20,2,6,12,,115,30.0,2021
Kurt Suzuki,219,49,8,0,6,12,,75,20.0,2021
Jo Adell,130,32,5,2,4,8,,53,15.0,2021
Matt Thaiss,7,1,0,0,0,1,,1,0.0,2021
Dexter Fowler,20,5,0,0,0,1,,5,1.0,2021
Chad Wallach,60,12,2,1,0,3,,16,4.0,2021
Luis Rengifo,174,35,1,0,6,9,,54,13.0,2021
Brandon Marsh,236,60,12,3,2,20,,84,26.0,2021
Taylor Ward,208,52,15,0,8,20,,91,29.0,2021
Phil Gosselin,345,90,14,0,7,24,,125,39.0,2021
Shohei Ohtani,537,138,26,8,46,96,,318,118.0,2021
David Fletcher,626,164,27,3,2,31,,203,60.0,2021
Drew Ellis,69,9,2,0,1,10,,14,3.0,2021
Daulton Varsho,284,70,17,2,11,30,,124,39.0,2021
Andrew Young,91,19,7,0,6,6,,44,11.0,2021
Stuart Fairchild,15,2,1,0,0,1,,3,1.0,2021
Nick Ahmed,434,96,30,3,5,34,,147,41.0,2021
Josh Rojas,484,128,32,3,11,58,,199,68.0,2021
Kole Calhoun,166,39,8,0,5,15,,62,18.0,2021
Carson Kelly,304,73,11,1,13,44,,125,42.0,2021
Seth Beer,9,4,1,0,1,1,,8,4.0,2021
Pavin Smith,498,133,27,4,11,42,,201,65.0,2021
David Peralta,487,126,30,8,8,46,,196,63.0,2021
Ildemaro Vargas,77,12,3,1,0,6,,17,4.0,2021
Geraldo Perdomo,31,8,3,1,0,6,,13,5.0,2021
Jake McCarthy,59,13,3,0,2,8,,22,7.0,2021
Henry Ramos,50,10,2,0,1,4,,15,4.0,2021
Josh VanMeter,274,58,17,2,6,33,,97,29.0,2021
Ketel Marte,340,108,29,1,14,31,,181,68.0,2021
Christian Walker,401,98,23,1,10,38,,153,47.0,2021
Jorge Mateo,194,48,11,1,4,9,,73,20.0,2021
Tyler Nevin,14,4,2,0,1,4,,9,4.0,2021
Pat Valaika,259,52,8,0,5,16,,75,19.0,2021
Austin Hays,488,125,26,4,22,28,,225,67.0,2021
Austin Wynns,130,24,4,0,4,8,,40,9.0,2021
DJ Stewart,270,55,10,0,12,44,,101,32.0,2021
Ryan Mountcastle,534,136,23,1,33,41,,260,80.0,2021
Ryan McKenna,169,31,6,1,2,24,,45,13.0,2021
Trey Mancini,556,142,33,1,21,51,,240,76.0,2021
Nick Ciuffo,5,1,1,0,0,1,,2,1.0,2021
Cedric Mullins,602,175,37,5,30,59,,312,110.0,2021
Jahmai Jones,67,10,3,0,0,4,,13,3.0,2021
Richie Martin,98,23,2,0,1,4,,28,7.0,2021
Ramón Urías,262,73,14,0,7,28,,108,38.0,2021
Kelvin Gutiérrez,272,63,8,3,3,19,,86,24.0,2021
Pedro Severino,379,94,18,0,11,34,,145,45.0,2021
Anthony Santander,406,98,24,0,18,23,,176,50.0,2021
Danny Santana,116,21,2,1,5,10,,40,10.0,2021
Jose Iglesias,483,131,27,2,9,21,,189,57.0,2021
Travis Shaw,220,44,11,0,9,24,,82,23.0,2021
Christian Arroyo,164,43,12,0,6,8,,73,22.0,2021
Xander Bogaerts,529,156,34,1,23,62,,261,96.0,2021
Hunter Renfroe,521,135,33,0,31,44,,261,83.0,2021
Kyle Schwarber,399,106,19,0,32,64,,221,81.0,2021
Jonathan Araúz,65,12,3,0,3,8,,24,7.0,2021
Connor Wong,13,4,1,1,0,1,,7,2.0,2021
Yairo Muñoz,11,1,0,0,0,0,,1,0.0,2021
Jarren Duran,107,23,3,2,2,4,,36,9.0,2021
Franchy Cordero,127,24,6,0,1,8,,33,8.0,2021
Kevin Plawecki,157,45,7,0,3,12,,61,21.0,2021
Bobby Dalbec,417,100,21,5,25,28,,206,59.0,2021
Christian Vázquez,458,118,23,1,6,33,,161,50.0,2021
Enrique Hernández,508,127,35,3,20,61,,228,75.0,2021
J.D. Martinez,570,163,42,3,28,55,,295,103.0,2021
Rafael Devers,591,165,37,1,38,62,,318,111.0,2021
Alex Verdugo,544,157,32,2,13,51,,232,81.0,2021
Trent Giambrone,13,2,0,0,0,0,,2,0.0,2021
Robinson Chirinos,97,22,5,1,5,9,,44,13.0,2021
Jason Heyward,323,69,15,2,8,27,,112,31.0,2021
Nico Hoerner,149,45,10,0,0,17,,55,21.0,2021
Matt Duffy,289,83,12,0,5,25,,110,38.0,2021
Alfonso Rivas III,44,14,1,0,1,4,,18,7.0,2021
Ian Happ,465,105,20,1,25,62,,202,64.0,2021
Erick Castillo,8,2,0,0,0,1,,2,1.0,2021
Frank Schwindel,242,79,20,1,14,16,,143,53.0,2021
Austin Romine,60,13,2,0,1,2,,18,4.0,2021
Greg Deichmann,30,4,0,0,0,1,,4,1.0,2021
Tyler Ladendorf,1,0,0,0,0,0,,0,0.0,2021
Jose Lobaton,11,0,0,0,0,2,,0,0.0,2021
P.J. Higgins,23,1,0,0,0,2,,1,0.0,2021
Trayce Thompson,28,7,1,0,4,7,,20,8.0,2021
Michael Hermosillo,36,7,2,0,3,1,,18,4.0,2021
Nick Martini,37,10,1,0,0,6,,11,4.0,2021
Johneshwy Fargas,52,13,3,2,0,1,,20,5.0,2021
Sergio Alcántara,220,45,6,3,5,30,,72,22.0,2021
Nick Madrigal,200,61,10,4,2,11,,85,29.0,2021
Patrick Wisdom,338,78,13,0,28,32,,175,52.0,2021
David Bote,291,58,10,2,8,27,,96,26.0,2021
Rafael Ortega,296,86,14,2,11,30,,137,49.0,2021
Willson Contreras,413,98,20,0,21,52,,181,58.0,2021
Joey Votto,448,119,23,1,36,77,,252,94.0,2021
Kyle Farmer,483,127,22,2,16,22,,201,59.0,2021
Aristides Aquino,174,33,6,1,10,27,,71,21.0,2021
Max Schrock,125,36,7,2,3,8,,56,19.0,2021
Jonathan India,532,143,34,2,21,71,,244,87.0,2021
Nick Castellanos,531,164,38,1,34,41,,306,110.0,2021
Shogo Akiyama,162,33,8,0,0,14,,41,11.0,2021
Eugenio Suárez,505,100,23,0,31,56,,216,60.0,2021
Alejo Lopez,23,6,0,0,0,0,,6,2.0,2021
TJ Friedl,31,9,1,0,1,4,,13,5.0,2021
Delino DeShields,47,12,5,0,1,9,,20,8.0,2021
Nick Senzel,111,28,4,0,1,12,,35,11.0,2021
Mike Moustakas,183,38,12,0,6,18,,68,19.0,2021
Tucker Barnhart,348,86,21,0,7,29,,128,39.0,2021
Tyler Stephenson,350,100,21,0,10,41,,151,54.0,2021
Jesse Winker,423,129,32,1,24,53,,235,90.0,2021
Austin Hedges,286,51,7,0,10,15,,88,19.0,2021
Myles Straw,564,153,29,1,4,67,,196,68.0,2021
Óscar Mercado,214,48,11,1,6,21,,79,23.0,2021
Harold Ramírez,339,91,21,1,7,14,,135,40.0,2021
Ernie Clement,121,28,4,0,3,7,,41,11.0,2021
Bradley Zimmer,299,68,9,1,8,30,,103,31.0,2021
José Ramírez,552,147,32,5,36,72,,297,104.0,2021
Amed Rosario,550,155,25,6,11,31,,225,72.0,2021
Andrés Giménez,188,41,10,0,5,11,,66,17.0,2021
Franmil Reyes,418,106,18,2,30,43,,218,70.0,2021
Daniel Johnson,77,17,0,0,4,4,,29,8.0,2021
Roberto Pérez,141,21,3,0,7,17,,45,11.0,2021
Wilson Ramos,151,31,5,0,8,9,,60,15.0,2021
Owen Miller,191,39,8,0,4,9,,59,14.0,2021
Bobby Bradley,245,51,10,0,16,25,,109,31.0,2021
Yu Chang,237,54,14,3,9,11,,101,26.0,2021
Josh Naylor,233,59,13,0,7,14,,93,27.0,2021
Sam Hilliard,214,46,7,2,14,23,,99,29.0,2021
Connor Joe,179,51,9,0,8,26,,84,32.0,2021
C.J. Cron,470,132,31,1,28,60,,249,90.0,2021
Raimel Tapia,487,133,26,2,6,40,,181,59.0,2021
Yonathan Daza,301,85,12,2,2,21,,107,35.0,2021
Joshua Fuentes,271,61,11,1,7,12,,95,25.0,2021
Ryan Vilade,6,0,0,0,0,1,,0,0.0,2021
Colton Welker,37,7,1,0,0,3,,8,2.0,2021
Chris Owings,43,14,4,3,1,7,,27,11.0,2021
Alan Trejo,46,10,2,0,1,3,,15,4.0,2021
Rio Ruiz,125,21,4,0,3,12,,34,8.0,2021
Dom Nuñez,228,43,12,3,10,34,,91,27.0,2021
Elias Díaz,338,83,18,1,18,30,,157,48.0,2021
Garrett Hampson,453,106,21,6,11,33,,172,49.0,2021
Ryan McMahon,528,134,32,1,23,59,,237,78.0,2021
Trevor Story,526,132,34,5,24,53,,248,79.0,2021
Charlie Blackmon,514,139,25,4,13,54,,211,72.0,2021
Victor Reyes,209,54,10,4,5,8,,87,25.0,2021
Miguel Cabrera,472,121,16,0,15,40,,182,57.0,2021
Daz Cameron,103,20,5,0,4,10,,37,10.0,2021
Harold Castro,315,89,13,1,3,14,,113,35.0,2021
Akil Baddoo,413,107,20,7,13,45,,180,60.0,2021
Dustin Garneau,62,13,5,0,6,3,,36,9.0,2021
Jacob Robson,7,0,0,0,0,0,,0,0.0,2021
Isaac Paredes,72,15,3,1,1,10,,23,7.0,2021
Jake Rogers,113,27,5,3,6,11,,56,17.0,2021
Derek Hill,139,36,3,3,3,10,,54,17.0,2021
Zack Short,156,22,4,0,6,22,,44,11.0,2021
Niko Goodrum,290,62,11,2,9,29,,104,30.0,2021
Eric Haase,351,81,12,1,22,26,,161,46.0,2021
Willi Castro,413,91,15,6,9,23,,145,38.0,2021
Robbie Grossman,557,133,23,3,23,98,,231,81.0,2021
Jeimer Candelario,557,151,42,3,16,65,,247,86.0,2021
Jonathan Schoop,623,173,30,1,22,37,,271,86.0,2021
Kyle Tucker,506,149,37,3,30,53,,282,102.0,2021
Garrett Stubbs,34,6,2,0,0,2,,8,2.0,2021
Michael Brantley,469,146,29,3,8,33,,205,73.0,2021
Yuli Gurriel,530,169,31,0,15,59,,245,95.0,2021
Marwin Gonzalez,276,55,14,0,5,20,,84,21.0,2021
Chas McCormick,284,73,12,0,14,25,,127,40.0,2021
Jose Altuve,601,167,32,1,31,66,,294,103.0,2021
Jose Siri,46,14,0,1,4,1,,28,9.0,2021
Taylor Jones,102,25,8,1,2,4,,41,11.0,2021
Jason Castro,149,35,7,0,8,25,,66,23.0,2021
Jake Meyers,146,38,8,0,6,10,,64,20.0,2021
Aledmys Díaz,294,76,19,0,8,16,,119,35.0,2021
Martín Maldonado,373,64,10,1,12,47,,112,30.0,2021
Alex Bregman,348,94,17,0,12,44,,147,52.0,2021
Yordan Alvarez,537,149,35,1,33,50,,285,97.0,2021
Carlos Correa,555,155,34,1,26,75,,269,98.0,2021
Whit Merrifield,664,184,42,3,10,40,,262,83.0,2021
Nicky Lopez,497,149,21,6,2,49,,188,68.0,2021
Cam Gallagher,112,28,6,0,1,8,,37,11.0,2021
Andrew Benintendi,493,136,27,2,17,36,,218,71.0,2021
Salvador Perez,620,169,24,0,48,28,,337,102.0,2021
Sebastián Rivero,40,7,2,0,0,3,,9,2.0,2021
Hanser Alberto,241,65,20,3,2,4,,97,27.0,2021
Michael A. Taylor,483,118,16,1,12,33,,172,50.0,2021
Kyle Isbel,76,21,5,2,1,7,,33,11.0,2021
Carlos Santana,565,121,15,0,19,86,,193,61.0,2021
Adalberto Mondesi,126,29,8,1,6,6,,57,15.0,2021
Ryan McBroom,8,2,0,0,0,1,,2,1.0,2021
Emmanuel Rivera,90,23,4,0,1,8,,30,9.0,2021
Edward Olivares,101,24,2,0,5,5,,41,11.0,2021
Hunter Dozier,487,105,27,6,16,43,,192,54.0,2021
Chris Taylor,507,129,25,4,20,63,,222,75.0,2021
Trea Turner,595,195,34,3,28,41,,319,118.0,2021
AJ Pollock,384,114,27,1,21,30,,206,72.0,2021
Austin Barnes,200,43,8,0,6,20,,69,20.0,2021
Zach Reks,10,0,0,0,0,0,,0,0.0,2021
Matt Beaty,204,55,4,1,7,20,,82,27.0,2021
Will Smith,414,107,19,2,25,58,,205,72.0,2021
Cody Bellinger,315,52,9,2,10,31,,95,23.0,2021
Gavin Lux,335,81,12,4,7,41,,122,40.0,2021
Albert Pujols,275,65,3,0,17,14,,119,33.0,2021
Edwin Ríos,51,4,0,0,1,7,,7,1.0,2021
Sheldon Neuse,65,11,1,0,3,1,,21,4.0,2021
Luke Raley,66,12,1,0,2,2,,19,4.0,2021
Zach McKinstry,158,34,9,0,7,10,,64,17.0,2021
Billy McKinney,265,51,11,3,9,32,,95,27.0,2021
Corey Seager,353,108,22,3,16,48,,184,72.0,2021
Max Muncy,497,124,26,2,36,83,,262,94.0,2021
Mookie Betts,466,123,29,3,23,68,,227,81.0,2021
Justin Turner,533,148,22,0,27,61,,251,88.0,2021
Tres Barrera,91,24,3,1,2,12,,35,12.0,2021
Ryan Zimmerman,255,62,16,0,14,16,,120,35.0,2021
Carter Kieboom,217,45,6,0,6,25,,69,20.0,2021
Alcides Escobar,319,92,21,2,4,17,,129,42.0,2021
Riley Adams,99,22,8,1,2,15,,38,12.0,2021
Gerardo Parra,97,23,5,0,2,6,,34,10.0,2021
Luis García Jr.,236,57,18,2,6,11,,97,27.0,2021
Juan Soto,502,157,20,2,29,145,,268,125.0,2021
Josh Bell,498,130,24,1,27,65,,237,82.0,2021
Mike Ford,60,8,0,0,3,11,,17,5.0,2021
Alex Avila,89,17,9,1,1,19,,31,10.0,2021
Keibert Ruiz,88,24,3,0,3,6,,36,11.0,2021
Jordy Mercer,118,30,7,0,2,9,,43,13.0,2021
Andrew Stevenson,192,44,6,0,5,13,,65,18.0,2021
Lane Thomas,226,53,15,2,7,37,,93,32.0,2021
Yadiel Hernandez,264,72,8,1,9,22,,109,36.0,2021
Victor Robles,315,64,21,1,2,33,,93,26.0,2021
Dominic Smith,446,109,20,0,11,32,,162,48.0,2021
J.D. Davis,179,51,12,0,5,24,,78,29.0,2021
José Peraza,142,29,7,0,6,9,,54,14.0,2021
Travis Blankenhorn,23,4,2,0,1,1,,9,2.0,2021
Jonathan Villar,454,113,18,2,18,46,,189,60.0,2021
Javier Báez,502,133,18,2,31,28,,248,75.0,2021
Khalil Lee,18,1,1,0,0,0,,2,0.0,2021
Mark Payton,22,4,0,0,0,2,,4,1.0,2021
Brandon Drury,84,23,5,0,4,3,,40,12.0,2021
Patrick Mazeika,79,15,3,0,1,4,,21,5.0,2021
Tomás Nido,153,34,5,1,3,5,,50,12.0,2021
Luis Guillorme,132,35,3,0,1,23,,41,15.0,2021
Kevin Pillar,325,75,11,2,15,11,,135,35.0,2021
Brandon Nimmo,325,95,17,3,8,54,,142,56.0,2021
James McCann,375,87,12,1,10,32,,131,38.0,2021
Michael Conforto,406,94,20,0,14,59,,156,51.0,2021
Jeff McNeil,386,97,19,1,7,29,,139,42.0,2021
Francisco Lindor,452,104,16,3,20,58,,186,59.0,2021
Pete Alonso,561,147,27,3,37,60,,291,97.0,2021
Matt Olson,565,153,35,0,39,88,,305,113.0,2021
Sean Murphy,393,85,23,0,17,40,,159,46.0,2021
Mitch Moreland,229,52,11,1,10,18,,95,27.0,2021
Pete Kozma,11,1,0,0,0,1,,1,0.0,2021
Stephen Piscotty,173,38,8,0,5,13,,61,17.0,2021
Tony Kemp,330,92,16,3,8,52,,138,52.0,2021
Austin Allen,8,2,0,0,1,0,,5,1.0,2021
Luis Barrera,8,2,0,0,0,0,,2,0.0,2021
Vimael Machín,32,4,0,0,0,3,,4,1.0,2021
Skye Bolt,57,5,1,0,1,1,,9,1.0,2021
Khris Davis,102,21,5,1,3,10,,37,10.0,2021
Chad Pinder,214,52,16,1,6,16,,88,26.0,2021
Seth Brown,281,60,13,1,20,23,,135,37.0,2021
Yan Gomes,349,88,15,1,14,19,,147,43.0,2021
Matt Chapman,529,111,15,3,27,80,,213,67.0,2021
Jed Lowrie,457,112,28,0,14,49,,182,58.0,2021
Starling Marte,467,145,27,3,12,43,,214,79.0,2021
Mark Canha,519,120,22,4,17,77,,201,66.0,2021
Elvis Andrus,497,121,25,2,3,31,,159,46.0,2021
Josh Harrison,505,141,33,2,8,31,,202,65.0,2021
Jacob Stallings,374,92,20,1,8,49,,138,46.0,2021
Phillip Evans,214,44,5,0,5,28,,64,19.0,2021
Colin Moran,318,82,12,0,10,36,,124,41.0,2021
Wilmer Difo,219,59,7,3,4,20,,84,28.0,2021
Yoshi Tsutsugo,230,50,12,1,8,29,,88,27.0,2021
Ben Gamel,340,84,18,3,8,51,,132,46.0,2021
Bryan Reynolds,559,169,35,8,24,75,,292,112.0,2021
Jared Oliva,40,7,2,0,0,3,,9,2.0,2021
Taylor Davis,5,2,0,0,0,1,,2,1.0,2021
Oneil Cruz,9,3,0,0,1,0,,6,2.0,2021
Tucupita Marcano,44,8,1,0,0,6,,9,3.0,2021
Rodolfo Castro,86,17,2,0,5,6,,34,8.0,2021
Anthony Alford,133,31,6,1,5,12,,54,16.0,2021
Michael Chavis,121,30,7,1,3,1,,48,12.0,2021
Cole Tucker,117,26,4,2,2,13,,40,12.0,2021
Hoy Park,128,25,5,2,3,18,,43,13.0,2021
Michael Pérez,210,30,8,1,7,19,,61,13.0,2021
Ke'Bryan Hayes,362,93,20,2,6,31,,135,43.0,2021
Kevin Newman,517,117,22,3,5,27,,160,42.0,2021
Ivan Castillo,3,1,0,0,0,1,,1,0.0,2021
Adam Frazier,577,176,36,5,5,48,,237,85.0,2021
Jake Cronenworth,567,151,33,7,21,55,,261,86.0,2021
Manny Machado,564,157,31,2,28,63,,276,97.0,2021
Trent Grisham,462,112,28,3,15,54,,191,61.0,2021
Jake Marisnick,176,38,7,3,5,11,,66,17.0,2021
Brian O'Grady,51,8,3,0,2,8,,17,5.0,2021
Eric Hosmer,509,137,28,0,12,48,,201,67.0,2021
Luis Campusano,34,3,0,0,0,4,,3,1.0,2021
Webster Rivas,68,15,2,0,2,8,,23,7.0,2021
Austin Nola,173,47,12,0,2,14,,65,21.0,2021
Ha-Seong Kim,267,54,12,2,8,22,,94,25.0,2021
Victor Caratini,313,71,9,0,7,35,,101,31.0,2021
Jurickson Profar,353,80,17,2,4,49,,113,36.0,2021
Wil Myers,442,113,24,2,17,54,,192,65.0,2021
Fernando Tatis Jr.,478,135,31,0,42,62,,292,107.0,2021
Tommy Pham,475,109,24,2,15,78,,182,62.0,2021
Jake Fraley,214,45,7,0,9,46,,79,28.0,2021
Kevin Padlo,13,1,1,0,0,2,,2,0.0,2021
Luis Torrens,346,84,16,2,15,28,,149,45.0,2021
Dylan Moore,332,60,11,2,12,40,,111,30.0,2021
Mitch Haniger,620,157,23,2,39,54,,301,94.0,2021
Shed Long Jr.,111,22,4,1,4,9,,40,10.0,2021
Sam Haggerty,86,16,3,0,2,6,,25,6.0,2021
Taylor Trammell,156,25,7,0,8,17,,56,14.0,2021
Evan White,97,14,3,0,2,6,,23,4.0,2021
Kyle Lewis,130,32,4,0,5,16,,51,17.0,2021
Tom Murphy,277,56,8,0,11,40,,97,29.0,2021
José Godoy,37,6,1,0,0,3,,7,2.0,2021
Donovan Walton,63,13,2,1,2,4,,23,6.0,2021
Cal Raleigh,139,25,12,0,2,7,,43,9.0,2021
Jake Bauers,282,59,7,0,4,30,,78,22.0,2021
Jarred Kelenic,337,61,13,1,14,36,,118,31.0,2021
Abraham Toro,335,80,12,0,11,31,,125,38.0,2021
Kyle Seager,603,128,29,1,35,59,,264,75.0,2021
Ty France,571,166,32,1,18,46,,254,87.0,2021
J.P. Crawford,619,169,37,0,9,58,,233,78.0,2021
Tommy La Stella,220,55,11,1,7,18,,89,27.0,2021
Jason Vosler,73,13,4,0,3,7,,26,6.0,2021
Jaylin Davis,9,1,1,0,0,0,,2,0.0,2021
Evan Longoria,253,66,17,0,13,35,,122,43.0,2021
LaMonte Wade Jr.,336,85,17,3,18,33,,162,52.0,2021
Buster Posey,395,120,23,0,18,56,,197,77.0,2021
Luis González,8,2,2,0,0,3,,4,2.0,2021
Steven Duggar,268,69,14,5,8,27,,117,38.0,2021
Austin Slater,274,66,12,1,12,28,,116,36.0,2021
Brandon Crawford,483,144,30,3,24,56,,252,94.0,2021
Curt Casali,200,42,11,1,5,26,,70,21.0,2021
Joey Bart,6,2,0,0,0,0,,2,1.0,2021
Thairo Estrada,121,33,4,0,7,9,,58,19.0,2021
Mauricio Dubón,175,42,9,0,5,9,,66,18.0,2021
Darin Ruf,262,71,13,2,16,46,,136,52.0,2021
Alex Dickerson,283,66,10,2,13,23,,119,35.0,2021
Brandon Belt,325,89,14,2,29,48,,194,71.0,2021
Donovan Solano,307,86,17,0,7,25,,124,41.0,2021
Wilmer Flores,389,102,16,1,18,41,,174,58.0,2021
Mike Yastrzemski,468,105,28,3,25,51,,214,64.0,2021
Kris Bryant,513,136,32,2,25,62,,247,85.0,2021
Paul DeJong,356,70,10,1,19,35,,139,37.0,2021
Austin Dean,30,7,2,0,1,6,,12,4.0,2021
Max Moroff,16,1,0,0,0,0,,1,0.0,2021
Paul Goldschmidt,603,177,36,2,31,67,,310,113.0,2021
Dylan Carlson,542,144,31,4,18,57,,237,80.0,2021
Matt Carpenter,207,35,11,1,3,35,,57,16.0,2021
Lars Nootbaar,109,26,3,1,5,13,,46,15.0,2021
Ali Sánchez,4,2,2,0,0,0,,4,2.0,2021
José Rondón,80,21,3,0,3,8,,33,11.0,2021
Justin Williams,119,19,0,0,4,17,,31,8.0,2021
Andrew Knizner,161,28,7,0,1,20,,38,10.0,2021
Edmundo Sosa,288,78,8,4,6,17,,112,35.0,2021
Harrison Bader,367,98,21,1,16,27,,169,54.0,2021
Tyler O'Neill,482,138,26,2,34,38,,270,91.0,2021
Yadier Molina,440,111,19,0,11,24,,163,47.0,2021
Nolan Arenado,593,151,34,3,34,50,,293,92.0,2021
Tommy Edman,641,168,41,3,11,38,,248,75.0,2021
Jordan Luplow,163,33,8,0,11,28,,74,24.0,2021
Ji Man Choi,258,59,14,0,11,45,,106,36.0,2021
Nelson Cruz,513,136,21,1,32,51,,255,85.0,2021
Brandon Lowe,535,132,31,0,39,68,,280,93.0,2021
Mike Brosseau,150,28,9,0,5,15,,52,14.0,2021
Francisco Mejía,250,65,15,3,6,17,,104,32.0,2021
Austin Meadows,518,121,29,3,27,59,,237,74.0,2021
Josh Lowe,1,1,0,0,0,1,,1,1.0,2021
Vidal Bruján,26,2,0,0,0,0,,2,0.0,2021
Taylor Walls,152,32,10,0,1,23,,45,14.0,2021
Mike Zunino,333,72,11,2,33,34,,186,54.0,2021
Wander Franco,281,81,18,5,7,24,,130,45.0,2021
Kevin Kiermaier,348,90,19,7,4,33,,135,44.0,2021
Joey Wendle,460,122,31,4,11,28,,194,60.0,2021
Manuel Margot,421,107,18,3,10,37,,161,51.0,2021
Randy Arozarena,529,145,32,3,20,56,,243,83.0,2021
Yandy Díaz,465,119,20,1,13,69,,180,63.0,2021
Yonny Hernández,143,31,5,0,0,17,,36,11.0,2021
Eli White,198,35,6,1,6,18,,61,15.0,2021
Willie Calhoun,260,65,10,3,6,21,,99,30.0,2021
